no2,,,
2024,,,
annual mean,,,
ug m-3,,,
,,,
gridcode,x,y,no22024
555116,345500,495500,2.022606
555117,346500,495500,2.089589
555118,347500,495500,2.132895
555119,348500,495500,2.272907
555120,349500,495500,2.958278
555121,350500,495500,5.501788
555122,351500,495500,3.062535
555123,352500,495500,2.953641
555124,353500,495500,2.680815
555125,354500,495500,2.571737
555126,355500,495500,2.448075
555127,356500,495500,2.34862
555128,357500,495500,2.254326
555129,358500,495500,2.291177
555130,359500,495500,3.036598
555131,360500,495500,2.651222
555132,361500,495500,2.268771
555133,362500,495500,2.096391
555134,363500,495500,1.987165
555135,364500,495500,1.873307
555136,365500,495500,1.809494
555137,366500,495500,1.73614
555138,367500,495500,1.676599
555139,368500,495500,1.636787
555140,369500,495500,1.63084
555141,370500,495500,1.574446
555142,371500,495500,1.542082
555143,372500,495500,1.508442
555144,373500,495500,1.490378
555145,374500,495500,1.477065
555146,375500,495500,1.476075
555147,376500,495500,1.466298
555148,377500,495500,1.468214
555149,378500,495500,1.535726
555150,379500,495500,1.451656
555151,380500,495500,1.4491
555152,381500,495500,1.440102
555153,382500,495500,1.434252
555154,383500,495500,1.429345
555155,384500,495500,1.425709
555156,385500,495500,1.458969
555157,386500,495500,1.466698
555158,387500,495500,1.462415
555159,388500,495500,1.459077
555160,389500,495500,1.45883
555161,390500,495500,1.496899
555162,391500,495500,1.505353
555163,392500,495500,1.512943
555164,393500,495500,1.53438
555165,394500,495500,1.514671
555166,395500,495500,1.563522
555167,396500,495500,1.587337
555168,397500,495500,1.582235
555169,398500,495500,1.577678
555170,399500,495500,1.596889
555171,400500,495500,1.665509
555172,401500,495500,1.679015
555173,402500,495500,1.71595
555174,403500,495500,1.744252
555175,404500,495500,1.755641
555176,405500,495500,1.856836
555177,406500,495500,1.907319
555178,407500,495500,1.953989
555179,408500,495500,1.988912
555180,409500,495500,2.034932
555181,410500,495500,2.174385
555182,411500,495500,2.245929
555183,412500,495500,2.319353
555184,413500,495500,2.359643
555185,414500,495500,2.398434
555186,415500,495500,2.675057
555187,416500,495500,2.76454
555188,417500,495500,2.892578
555189,418500,495500,3.075196
555190,419500,495500,3.118322
555191,420500,495500,3.133787
555192,421500,495500,3.208885
555193,422500,495500,3.223648
555194,423500,495500,3.397701
555195,424500,495500,3.84841
555196,425500,495500,5.144326
555197,426500,495500,3.886969
555198,427500,495500,3.653517
555199,428500,495500,3.592801
555200,429500,495500,3.573119
555201,430500,495500,3.683572
555202,431500,495500,3.693426
555203,432500,495500,3.749235
555204,433500,495500,3.857098
555205,434500,495500,4.037949
555206,435500,495500,5.285824
555207,436500,495500,5.377991
555208,437500,495500,5.180555
555209,438500,495500,4.425475
555210,439500,495500,4.060346
555211,440500,495500,3.992391
555212,441500,495500,3.881965
555213,442500,495500,3.885225
555214,443500,495500,4.591873
555215,444500,495500,3.882371
555216,445500,495500,3.73057
555217,446500,495500,3.522618
555218,447500,495500,3.41818
555219,448500,495500,3.326936
555220,449500,495500,3.262303
555221,450500,495500,3.307987
555222,451500,495500,3.292564
555223,452500,495500,3.210769
555224,453500,495500,3.144055
555225,454500,495500,3.012548
555226,455500,495500,3.068062
555227,456500,495500,3.079343
555228,457500,495500,3.101695
555229,458500,495500,3.024887
555230,459500,495500,2.975168
555231,460500,495500,2.999717
555232,461500,495500,2.998536
555233,462500,495500,2.989328
555234,463500,495500,2.994352
555235,464500,495500,2.988019
555236,465500,495500,3.033345
555237,466500,495500,3.072606
555238,467500,495500,3.10105
555239,468500,495500,3.07481
555240,469500,495500,3.046951
555241,470500,495500,3.065864
555242,471500,495500,3.087779
555243,472500,495500,3.155002
555244,473500,495500,3.130688
555245,474500,495500,3.120311
555246,475500,495500,3.148797
555247,476500,495500,3.131982
555248,477500,495500,3.140584
555249,478500,495500,3.132839
555250,479500,495500,3.150206
555251,480500,495500,3.156298
555252,481500,495500,3.174356
555253,482500,495500,3.189356
555254,483500,495500,3.213489
555255,484500,495500,3.244487
555256,485500,495500,3.386265
555257,486500,495500,3.328608
555258,487500,495500,3.239498
555259,488500,495500,3.207574
555260,489500,495500,3.216558
555261,490500,495500,3.182628
555262,491500,495500,3.174968
555263,492500,495500,3.186039
555264,493500,495500,3.190592
555265,494500,495500,3.215496
555266,495500,495500,3.205345
555267,496500,495500,3.21447
555268,497500,495500,3.223935
555269,498500,495500,3.227106
555270,499500,495500,3.281894
555271,500500,495500,3.363193
555272,501500,495500,3.295256
555273,502500,495500,3.199163
555480,19500,494500,1.339063
555481,20500,494500,1.355168
555482,21500,494500,1.375307
555483,22500,494500,1.384725
555484,23500,494500,1.40618
555485,24500,494500,1.42268
555486,25500,494500,1.450476
555487,26500,494500,1.495347
555488,27500,494500,1.544511
555489,28500,494500,1.611266
555490,29500,494500,1.621003
555491,30500,494500,1.645371
555492,31500,494500,1.670021
555493,32500,494500,1.701204
555494,33500,494500,1.777271
555495,34500,494500,1.81195
555496,35500,494500,1.95755
555497,36500,494500,1.892335
555498,37500,494500,1.915699
555499,38500,494500,1.909333
555500,39500,494500,1.852931
555501,40500,494500,1.820344
555502,41500,494500,1.80852
555503,42500,494500,1.811683
555504,43500,494500,1.854874
555505,44500,494500,1.914113
555506,45500,494500,1.888237
555507,46500,494500,1.957301
555508,47500,494500,2.055419
555509,48500,494500,1.909741
555510,49500,494500,1.860764
555511,50500,494500,1.90162
555512,51500,494500,1.959053
555513,52500,494500,1.856622
555514,53500,494500,1.851988
555515,54500,494500,1.797811
555516,55500,494500,1.807748
555517,56500,494500,1.807796
555518,57500,494500,1.853527
555519,58500,494500,1.758368
555520,59500,494500,1.752256
555521,60500,494500,1.757476
555522,61500,494500,1.737212
555523,62500,494500,1.73227
555524,63500,494500,1.698251
555525,64500,494500,1.589061
555546,85500,494500,1.758062
555547,86500,494500,1.863466
555548,87500,494500,1.926428
555549,88500,494500,1.944755
555550,89500,494500,1.993287
555551,90500,494500,2.048331
555552,91500,494500,2.137381
555553,92500,494500,2.263742
555554,93500,494500,2.616145
555555,94500,494500,2.518676
555556,95500,494500,2.324879
555557,96500,494500,2.260821
555558,97500,494500,2.272049
555559,98500,494500,2.281698
555560,99500,494500,2.367232
555561,100500,494500,2.33256
555562,101500,494500,2.381047
555563,102500,494500,2.49062
555564,103500,494500,2.51192
555565,104500,494500,2.546333
555566,105500,494500,2.571049
555567,106500,494500,2.641715
555568,107500,494500,2.617067
555569,108500,494500,2.699714
555570,109500,494500,2.796952
555571,110500,494500,2.81645
555572,111500,494500,2.697335
555573,112500,494500,2.694448
555574,113500,494500,2.699146
555575,114500,494500,2.784014
555576,115500,494500,3.37921
555577,116500,494500,2.934268
555578,117500,494500,2.874634
555579,118500,494500,2.980429
555580,119500,494500,3.598433
555581,120500,494500,2.962895
555582,121500,494500,2.813277
555583,122500,494500,2.761518
555584,123500,494500,2.785688
555585,124500,494500,2.722811
555586,125500,494500,2.671693
555587,126500,494500,2.643332
555588,127500,494500,2.623572
555589,128500,494500,2.665936
555590,129500,494500,2.70122
555591,130500,494500,2.605619
555592,131500,494500,2.648742
555593,132500,494500,2.514188
555594,133500,494500,2.459656
555595,134500,494500,2.440376
555596,135500,494500,2.51239
555597,136500,494500,2.535203
555598,137500,494500,2.484818
555599,138500,494500,2.343575
555600,139500,494500,2.32989
555601,140500,494500,2.192372
555602,141500,494500,2.185557
555603,142500,494500,2.17291
555604,143500,494500,2.217223
555605,144500,494500,2.319352
555606,145500,494500,2.229767
555607,146500,494500,2.219506
555608,147500,494500,2.207572
555609,148500,494500,2.312958
555610,149500,494500,2.353472
555611,150500,494500,2.598523
555612,151500,494500,2.457849
555613,152500,494500,2.279071
555614,153500,494500,2.162661
555615,154500,494500,2.117229
555616,155500,494500,2.101324
555617,156500,494500,2.080014
555618,157500,494500,2.081435
555619,158500,494500,2.068821
555620,159500,494500,2.0646
555621,160500,494500,2.091638
555622,161500,494500,2.044975
555623,162500,494500,2.088715
555624,163500,494500,2.012723
555625,164500,494500,2.006368
555626,165500,494500,2.027685
555627,166500,494500,2.087637
555628,167500,494500,2.305438
555629,168500,494500,1.947632
555768,307500,494500,1.286405
555769,308500,494500,1.324918
555770,309500,494500,1.353734
555771,310500,494500,1.389847
555772,311500,494500,1.498398
555773,312500,494500,1.437404
555774,313500,494500,1.345806
555775,314500,494500,1.327104
555776,315500,494500,1.328548
555777,316500,494500,1.328858
555778,317500,494500,1.337382
555779,318500,494500,1.347895
555780,319500,494500,1.386824
555781,320500,494500,1.390217
555782,321500,494500,1.406732
555783,322500,494500,1.387613
555784,323500,494500,1.392288
555785,324500,494500,1.41352
555786,325500,494500,1.594074
555787,326500,494500,1.607299
555788,327500,494500,1.641421
555789,328500,494500,1.74838
555790,329500,494500,1.696019
555791,330500,494500,1.673297
555792,331500,494500,1.685196
555793,332500,494500,1.694479
555794,333500,494500,1.782202
555795,334500,494500,1.738731
555796,335500,494500,1.753023
555797,336500,494500,1.793647
555798,337500,494500,1.814901
555799,338500,494500,1.877216
555800,339500,494500,2.077241
555801,340500,494500,2.035864
555802,341500,494500,1.971591
555803,342500,494500,1.93504
555804,343500,494500,1.966056
555805,344500,494500,1.987106
555806,345500,494500,2.028662
555807,346500,494500,2.0659
555808,347500,494500,2.136036
555809,348500,494500,2.311154
555810,349500,494500,3.089764
555811,350500,494500,3.239471
555812,351500,494500,4.445387
555813,352500,494500,3.858325
555814,353500,494500,3.023777
555815,354500,494500,2.583015
555816,355500,494500,2.386624
555817,356500,494500,2.341616
555818,357500,494500,2.257752
555819,358500,494500,2.292473
555820,359500,494500,2.614714
555821,360500,494500,2.930827
555822,361500,494500,2.21771
555823,362500,494500,2.08594
555824,363500,494500,2.023977
555825,364500,494500,1.910242
555826,365500,494500,1.843788
555827,366500,494500,1.777703
555828,367500,494500,1.721072
555829,368500,494500,1.684906
555830,369500,494500,1.650866
555831,370500,494500,1.599195
555832,371500,494500,1.569571
555833,372500,494500,1.535078
555834,373500,494500,1.516799
555835,374500,494500,1.504108
555836,375500,494500,1.507976
555837,376500,494500,1.497765
555838,377500,494500,1.502643
555839,378500,494500,1.552604
555840,379500,494500,1.504353
555841,380500,494500,1.495874
555842,381500,494500,1.486237
555843,382500,494500,1.491078
555844,383500,494500,1.481132
555845,384500,494500,1.4701
555846,385500,494500,1.502188
555847,386500,494500,1.510872
555848,387500,494500,1.50009
555849,388500,494500,1.4981
555850,389500,494500,1.497232
555851,390500,494500,1.535174
555852,391500,494500,1.541663
555853,392500,494500,1.545959
555854,393500,494500,1.559599
555855,394500,494500,1.552708
555856,395500,494500,1.603902
555857,396500,494500,1.617063
555858,397500,494500,1.609928
555859,398500,494500,1.613374
555860,399500,494500,1.63116
555861,400500,494500,1.697337
555862,401500,494500,1.726386
555863,402500,494500,1.767923
555864,403500,494500,1.787596
555865,404500,494500,1.808875
555866,405500,494500,1.899303
555867,406500,494500,1.936917
555868,407500,494500,2.001423
555869,408500,494500,2.034347
555870,409500,494500,2.071511
555871,410500,494500,2.309955
555872,411500,494500,2.382503
555873,412500,494500,2.474983
555874,413500,494500,2.501406
555875,414500,494500,2.518481
555876,415500,494500,2.662533
555877,416500,494500,2.731458
555878,417500,494500,2.784301
555879,418500,494500,2.850728
555880,419500,494500,2.90483
555881,420500,494500,3.063651
555882,421500,494500,3.109104
555883,422500,494500,3.166847
555884,423500,494500,3.251972
555885,424500,494500,3.462663
555886,425500,494500,4.754866
555887,426500,494500,4.526486
555888,427500,494500,3.886729
555889,428500,494500,3.778246
555890,429500,494500,3.705775
555891,430500,494500,3.77839
555892,431500,494500,3.7765
555893,432500,494500,3.818101
555894,433500,494500,3.959613
555895,434500,494500,4.175246
555896,435500,494500,5.015269
555897,436500,494500,7.626769
555898,437500,494500,6.210093
555899,438500,494500,4.595449
555900,439500,494500,4.111998
555901,440500,494500,4.02974
555902,441500,494500,3.914139
555903,442500,494500,3.932347
555904,443500,494500,4.630216
555905,444500,494500,3.838466
555906,445500,494500,3.66402
555907,446500,494500,3.531782
555908,447500,494500,3.424175
555909,448500,494500,3.331176
555910,449500,494500,3.269895
555911,450500,494500,3.326175
555912,451500,494500,3.297175
555913,452500,494500,3.225327
555914,453500,494500,3.167547
555915,454500,494500,3.039614
555916,455500,494500,3.081728
555917,456500,494500,3.078969
555918,457500,494500,3.116046
555919,458500,494500,3.031772
555920,459500,494500,2.987847
555921,460500,494500,3.019841
555922,461500,494500,2.999968
555923,462500,494500,2.996539
555924,463500,494500,3.024619
555925,464500,494500,3.011168
555926,465500,494500,3.048253
555927,466500,494500,3.071444
555928,467500,494500,3.089193
555929,468500,494500,3.084438
555930,469500,494500,3.066164
555931,470500,494500,3.074893
555932,471500,494500,3.087234
555933,472500,494500,3.105715
555934,473500,494500,3.111785
555935,474500,494500,3.137714
555936,475500,494500,3.16852
555937,476500,494500,3.15345
555938,477500,494500,3.144727
555939,478500,494500,3.138559
555940,479500,494500,3.168203
555941,480500,494500,3.183399
555942,481500,494500,3.179377
555943,482500,494500,3.212635
555944,483500,494500,3.212729
555945,484500,494500,3.23296
555946,485500,494500,3.356966
555947,486500,494500,3.258502
555948,487500,494500,3.224692
555949,488500,494500,3.215755
555950,489500,494500,3.217321
555951,490500,494500,3.187386
555952,491500,494500,3.193918
555953,492500,494500,3.206466
555954,493500,494500,3.186713
555955,494500,494500,3.205828
555956,495500,494500,3.198783
555957,496500,494500,3.20891
555958,497500,494500,3.243003
555959,498500,494500,3.241647
555960,499500,494500,3.290517
555961,500500,494500,3.516131
555962,501500,494500,3.399626
555963,502500,494500,3.30254
555964,503500,494500,3.240815
556172,21500,493500,1.358522
556176,25500,493500,1.425467
556177,26500,493500,1.447832
556178,27500,493500,1.471673
556179,28500,493500,1.505236
556180,29500,493500,1.56036
556181,30500,493500,1.621033
556182,31500,493500,1.655754
556183,32500,493500,1.648922
556184,33500,493500,1.680888
556185,34500,493500,1.738475
556186,35500,493500,1.97581
556187,36500,493500,1.969151
556188,37500,493500,2.024364
556189,38500,493500,1.927932
556190,39500,493500,1.875216
556191,40500,493500,1.841877
556192,41500,493500,1.824061
556193,42500,493500,1.82149
556194,43500,493500,1.84288
556195,44500,493500,1.821926
556196,45500,493500,1.832622
556197,46500,493500,1.854263
556198,47500,493500,1.909994
556199,48500,493500,2.042643
556200,49500,493500,1.94198
556201,50500,493500,1.879785
556202,51500,493500,1.85907
556203,52500,493500,1.790024
556204,53500,493500,1.762244
556205,54500,493500,1.693193
556206,55500,493500,1.726393
556207,56500,493500,1.705256
556208,57500,493500,1.773012
556209,58500,493500,1.687255
556210,59500,493500,1.663353
556211,60500,493500,1.649797
556212,61500,493500,1.623955
556213,62500,493500,1.613686
556214,63500,493500,1.567692
556215,64500,493500,1.533255
556236,85500,493500,1.722323
556237,86500,493500,1.912902
556238,87500,493500,1.970041
556239,88500,493500,1.941823
556240,89500,493500,2.004345
556241,90500,493500,2.056235
556242,91500,493500,2.128115
556243,92500,493500,2.21269
556244,93500,493500,2.599497
556245,94500,493500,2.464748
556246,95500,493500,2.265245
556247,96500,493500,2.212839
556248,97500,493500,2.222723
556249,98500,493500,2.226606
556250,99500,493500,2.321509
556251,100500,493500,2.291521
556252,101500,493500,2.338551
556253,102500,493500,2.603533
556254,103500,493500,2.497712
556255,104500,493500,2.504689
556256,105500,493500,2.522463
556257,106500,493500,2.587431
556258,107500,493500,2.586109
556259,108500,493500,2.7151
556260,109500,493500,2.640479
556261,110500,493500,2.913666
556262,111500,493500,2.704657
556263,112500,493500,2.692341
556264,113500,493500,2.711674
556265,114500,493500,2.794662
556266,115500,493500,3.42312
556267,116500,493500,2.981164
556268,117500,493500,2.932013
556269,118500,493500,3.351069
556270,119500,493500,3.241203
556271,120500,493500,2.921052
556272,121500,493500,2.817116
556273,122500,493500,2.727483
556274,123500,493500,2.719764
556275,124500,493500,2.695922
556276,125500,493500,2.657694
556277,126500,493500,2.617145
556278,127500,493500,2.616649
556279,128500,493500,2.629304
556280,129500,493500,2.653988
556281,130500,493500,2.663114
556282,131500,493500,2.55935
556283,132500,493500,2.470164
556284,133500,493500,2.41669
556285,134500,493500,2.37335
556286,135500,493500,2.349506
556287,136500,493500,2.343387
556288,137500,493500,2.43858
556289,138500,493500,2.456034
556290,139500,493500,2.332048
556291,140500,493500,2.2002
556292,141500,493500,2.162886
556293,142500,493500,2.183315
556294,143500,493500,2.338507
556295,144500,493500,2.385307
556296,145500,493500,2.256097
556297,146500,493500,2.314999
556298,147500,493500,2.28283
556299,148500,493500,2.211966
556300,149500,493500,2.210725
556301,150500,493500,2.416497
556302,151500,493500,2.207519
556303,152500,493500,2.372759
556304,153500,493500,2.256869
556305,154500,493500,2.108935
556306,155500,493500,2.054363
556307,156500,493500,2.035495
556308,157500,493500,2.042984
556309,158500,493500,2.034613
556310,159500,493500,2.097351
556311,160500,493500,2.11868
556312,161500,493500,2.112055
556313,162500,493500,2.158284
556314,163500,493500,2.043545
556315,164500,493500,2.044866
556316,165500,493500,2.075169
556317,166500,493500,2.370275
556318,167500,493500,1.988015
556319,168500,493500,1.836991
556458,307500,493500,1.29196
556459,308500,493500,1.35515
556460,309500,493500,1.362969
556461,310500,493500,1.504527
556462,311500,493500,1.433941
556463,312500,493500,1.380847
556464,313500,493500,1.343481
556465,314500,493500,1.333166
556466,315500,493500,1.336706
556467,316500,493500,1.339055
556468,317500,493500,1.352224
556469,318500,493500,1.371301
556470,319500,493500,1.40167
556471,320500,493500,1.393723
556472,321500,493500,1.402846
556473,322500,493500,1.405183
556474,323500,493500,1.426487
556475,324500,493500,1.455984
556476,325500,493500,1.645285
556477,326500,493500,1.659174
556478,327500,493500,1.686158
556479,328500,493500,1.725506
556480,329500,493500,1.670758
556481,330500,493500,1.674047
556482,331500,493500,1.690688
556483,332500,493500,1.711148
556484,333500,493500,1.731086
556485,334500,493500,1.741266
556486,335500,493500,1.758844
556487,336500,493500,1.794032
556488,337500,493500,1.822257
556489,338500,493500,1.874795
556490,339500,493500,2.040085
556491,340500,493500,1.946656
556492,341500,493500,1.958273
556493,342500,493500,1.938289
556494,343500,493500,1.976254
556495,344500,493500,1.981695
556496,345500,493500,2.01906
556497,346500,493500,2.070572
556498,347500,493500,2.149559
556499,348500,493500,2.314299
556500,349500,493500,2.869214
556501,350500,493500,3.258746
556502,351500,493500,4.595468
556503,352500,493500,4.323845
556504,353500,493500,3.014487
556505,354500,493500,2.58591
556506,355500,493500,2.40435
556507,356500,493500,2.327116
556508,357500,493500,2.28677
556509,358500,493500,2.419426
556510,359500,493500,3.341947
556511,360500,493500,2.379806
556512,361500,493500,2.152909
556513,362500,493500,2.069489
556514,363500,493500,2.00198
556515,364500,493500,1.928097
556516,365500,493500,1.885668
556517,366500,493500,1.825604
556518,367500,493500,1.764215
556519,368500,493500,1.736878
556520,369500,493500,1.640707
556521,370500,493500,1.595842
556522,371500,493500,1.567144
556523,372500,493500,1.532488
556524,373500,493500,1.514086
556525,374500,493500,1.501472
556526,375500,493500,1.506877
556527,376500,493500,1.499255
556528,377500,493500,1.513782
556529,378500,493500,1.525373
556530,379500,493500,1.590165
556531,380500,493500,1.524115
556532,381500,493500,1.490967
556533,382500,493500,1.505472
556534,383500,493500,1.498403
556535,384500,493500,1.481865
556536,385500,493500,1.510256
556537,386500,493500,1.520351
556538,387500,493500,1.515093
556539,388500,493500,1.509236
556540,389500,493500,1.506358
556541,390500,493500,1.541526
556542,391500,493500,1.547627
556543,392500,493500,1.55139
556544,393500,493500,1.554829
556545,394500,493500,1.564963
556546,395500,493500,1.614489
556547,396500,493500,1.616444
556548,397500,493500,1.610429
556549,398500,493500,1.614218
556550,399500,493500,1.632734
556551,400500,493500,1.699075
556552,401500,493500,1.721274
556553,402500,493500,1.765698
556554,403500,493500,1.791962
556555,404500,493500,1.825666
556556,405500,493500,1.914622
556557,406500,493500,1.947105
556558,407500,493500,1.991851
556559,408500,493500,2.044943
556560,409500,493500,2.115371
556561,410500,493500,2.380223
556562,411500,493500,2.46805
556563,412500,493500,2.489468
556564,413500,493500,2.496256
556565,414500,493500,2.54153
556566,415500,493500,2.650806
556567,416500,493500,2.723083
556568,417500,493500,2.730717
556569,418500,493500,2.790226
556570,419500,493500,2.854214
556571,420500,493500,3.029181
556572,421500,493500,3.080781
556573,422500,493500,3.13232
556574,423500,493500,3.191256
556575,424500,493500,3.352134
556576,425500,493500,3.687559
556577,426500,493500,5.356294
556578,427500,493500,4.115458
556579,428500,493500,3.936873
556580,429500,493500,3.821145
556581,430500,493500,3.888618
556582,431500,493500,3.854438
556583,432500,493500,3.875343
556584,433500,493500,3.946116
556585,434500,493500,4.133678
556586,435500,493500,4.786587
556587,436500,493500,7.230545
556588,437500,493500,6.042511
556589,438500,493500,4.479138
556590,439500,493500,4.053242
556591,440500,493500,3.966686
556592,441500,493500,3.89545
556593,442500,493500,3.915056
556594,443500,493500,4.584392
556595,444500,493500,3.825425
556596,445500,493500,3.677291
556597,446500,493500,3.53209
556598,447500,493500,3.416881
556599,448500,493500,3.331806
556600,449500,493500,3.269609
556601,450500,493500,3.305603
556602,451500,493500,3.266266
556603,452500,493500,3.25199
556604,453500,493500,3.177986
556605,454500,493500,3.060071
556606,455500,493500,3.101341
556607,456500,493500,3.085909
556608,457500,493500,3.112316
556609,458500,493500,3.033122
556610,459500,493500,2.997155
556611,460500,493500,3.025898
556612,461500,493500,3.000895
556613,462500,493500,2.996794
556614,463500,493500,3.009764
556615,464500,493500,3.034576
556616,465500,493500,3.069366
556617,466500,493500,3.074311
556618,467500,493500,3.088797
556619,468500,493500,3.10484
556620,469500,493500,3.081735
556621,470500,493500,3.089291
556622,471500,493500,3.100868
556623,472500,493500,3.09803
556624,473500,493500,3.102647
556625,474500,493500,3.136196
556626,475500,493500,3.168237
556627,476500,493500,3.175921
556628,477500,493500,3.168805
556629,478500,493500,3.17923
556630,479500,493500,3.197687
556631,480500,493500,3.202346
556632,481500,493500,3.207633
556633,482500,493500,3.224163
556634,483500,493500,3.197484
556635,484500,493500,3.217115
556636,485500,493500,3.346596
556637,486500,493500,3.253033
556638,487500,493500,3.207378
556639,488500,493500,3.2159
556640,489500,493500,3.219318
556641,490500,493500,3.186027
556642,491500,493500,3.193777
556643,492500,493500,3.220301
556644,493500,493500,3.196412
556645,494500,493500,3.201369
556646,495500,493500,3.199603
556647,496500,493500,3.221158
556648,497500,493500,3.247393
556649,498500,493500,3.259782
556650,499500,493500,3.318315
556651,500500,493500,3.578815
556652,501500,493500,3.54072
556653,502500,493500,3.421269
556654,503500,493500,3.337389
556870,29500,492500,1.505261
556871,30500,492500,1.558484
556872,31500,492500,1.625461
556873,32500,492500,1.650262
556874,33500,492500,1.652372
556875,34500,492500,1.702457
556876,35500,492500,1.815583
556877,36500,492500,2.240811
556878,37500,492500,2.172354
556879,38500,492500,1.972738
556880,39500,492500,1.932685
556881,40500,492500,1.883078
556882,41500,492500,1.843383
556883,42500,492500,1.805653
556884,43500,492500,1.806966
556885,44500,492500,1.776042
556886,45500,492500,1.80212
556887,46500,492500,1.800524
556888,47500,492500,1.8155
556889,48500,492500,1.906648
556890,49500,492500,1.907592
556891,50500,492500,1.813806
556892,51500,492500,1.814784
556893,52500,492500,1.762327
556894,53500,492500,1.742457
556895,54500,492500,1.70101
556896,55500,492500,1.704984
556897,56500,492500,1.704888
556898,57500,492500,1.75872
556899,58500,492500,1.663243
556900,59500,492500,1.602612
556901,60500,492500,1.577332
556902,61500,492500,1.548745
556903,62500,492500,1.524081
556904,63500,492500,1.501386
556905,64500,492500,1.48001
556927,86500,492500,1.813305
556928,87500,492500,1.917953
556929,88500,492500,2.016764
556930,89500,492500,2.100035
556931,90500,492500,2.093169
556932,91500,492500,2.149773
556933,92500,492500,2.169184
556934,93500,492500,2.193154
556935,94500,492500,2.337842
556936,95500,492500,2.227096
556937,96500,492500,2.197191
556938,97500,492500,2.176615
556939,98500,492500,2.187865
556940,99500,492500,2.216837
556941,100500,492500,2.312253
556942,101500,492500,2.328204
556943,102500,492500,2.380594
556944,103500,492500,2.478704
556945,104500,492500,2.453389
556946,105500,492500,2.47797
556947,106500,492500,2.607613
556948,107500,492500,2.554759
556949,108500,492500,2.61675
556950,109500,492500,2.65383
556951,110500,492500,2.801367
556952,111500,492500,2.927301
556953,112500,492500,2.741097
556954,113500,492500,2.742146
556955,114500,492500,2.807274
556956,115500,492500,3.512072
556957,116500,492500,3.059101
556958,117500,492500,2.998043
556959,118500,492500,3.636758
556960,119500,492500,3.064659
556961,120500,492500,2.918656
556962,121500,492500,2.784541
556963,122500,492500,2.730642
556964,123500,492500,2.705553
556965,124500,492500,2.681984
556966,125500,492500,2.664659
556967,126500,492500,2.620999
556968,127500,492500,2.615161
556969,128500,492500,2.646092
556970,129500,492500,2.697145
556971,130500,492500,2.620761
556972,131500,492500,2.54619
556973,132500,492500,2.442339
556974,133500,492500,2.381037
556975,134500,492500,2.3756
556976,135500,492500,2.322116
556977,136500,492500,2.312865
556978,137500,492500,2.300718
556979,138500,492500,2.432135
556980,139500,492500,2.470788
556981,140500,492500,2.324017
556982,141500,492500,2.262181
556983,142500,492500,2.268734
556984,143500,492500,3.14245
556985,144500,492500,2.601075
556986,145500,492500,2.350955
556987,146500,492500,2.196577
556988,147500,492500,2.182771
556989,148500,492500,2.19297
556990,149500,492500,2.22443
556991,150500,492500,2.310192
556992,151500,492500,2.118058
556993,152500,492500,2.13933
556994,153500,492500,2.475757
556995,154500,492500,2.203467
556996,155500,492500,2.093608
556997,156500,492500,2.087563
556998,157500,492500,2.085521
556999,158500,492500,2.072573
557000,159500,492500,2.056497
557001,160500,492500,2.049902
557002,161500,492500,2.133226
557003,162500,492500,2.058881
557004,163500,492500,2.182348
557005,164500,492500,2.094844
557006,165500,492500,2.311652
557007,166500,492500,2.174271
557008,167500,492500,1.890648
557148,307500,492500,1.281629
557149,308500,492500,1.37942
557150,309500,492500,1.404399
557151,310500,492500,1.494616
557152,311500,492500,1.410757
557153,312500,492500,1.372579
557154,313500,492500,1.342441
557155,314500,492500,1.338722
557156,315500,492500,1.349555
557157,316500,492500,1.355976
557158,317500,492500,1.386108
557159,318500,492500,1.408368
557160,319500,492500,1.424895
557161,320500,492500,1.40673
557162,321500,492500,1.428484
557163,322500,492500,1.44766
557164,323500,492500,1.481384
557165,324500,492500,1.507409
557166,325500,492500,1.700822
557167,326500,492500,1.701421
557168,327500,492500,1.686359
557169,328500,492500,1.722143
557170,329500,492500,1.721229
557171,330500,492500,1.717114
557172,331500,492500,1.726865
557173,332500,492500,1.753287
557174,333500,492500,1.779843
557175,334500,492500,1.780472
557176,335500,492500,1.799729
557177,336500,492500,1.841898
557178,337500,492500,1.875081
557179,338500,492500,1.936689
557180,339500,492500,2.020707
557181,340500,492500,1.975401
557182,341500,492500,1.96128
557183,342500,492500,2.003752
557184,343500,492500,2.004346
557185,344500,492500,2.01506
557186,345500,492500,2.069488
557187,346500,492500,2.157751
557188,347500,492500,2.207289
557189,348500,492500,2.319991
557190,349500,492500,2.788428
557191,350500,492500,3.548906
557192,351500,492500,5.13748
557193,352500,492500,3.701998
557194,353500,492500,3.005135
557195,354500,492500,2.63584
557196,355500,492500,2.503519
557197,356500,492500,2.434059
557198,357500,492500,2.442951
557199,358500,492500,2.690503
557200,359500,492500,3.393302
557201,360500,492500,2.402088
557202,361500,492500,2.148718
557203,362500,492500,2.107966
557204,363500,492500,2.073436
557205,364500,492500,1.999294
557206,365500,492500,2.176377
557207,366500,492500,2.003913
557208,367500,492500,1.867028
557209,368500,492500,1.756397
557210,369500,492500,1.658444
557211,370500,492500,1.607828
557212,371500,492500,1.579958
557213,372500,492500,1.545147
557214,373500,492500,1.525185
557215,374500,492500,1.51156
557216,375500,492500,1.518183
557217,376500,492500,1.511403
557218,377500,492500,1.523492
