Sheet 1: Healthy life expectancy in the UK by age and sex: between 2011 to 2013 and 2022 to 2024,,,,,,,,,,,,
[note 1] [note 2] [note 3] [note 4] [note 5] [note 6] [note 7],,,,,,,,,,,,
This worksheet contains one table.,,,,,,,,,,,,
HLE refers to healthy life expectancy; LCI refers to lower bound of the 95% confidence interval; UCI refers to upper bound of the 95% confidence interval; Proportion (%) refers to proportion of life spent in good health.,,,,,,,,,,,,
Source: Office for National Statistics,,,,,,,,,,,,
Return to Contents,,,,,,,,,,,,
Period,Country,Area type,Area code,Area name,Sex,Sex code,Age group,Age code,HLE,LCI,UCI,Proportion (%)
2011 to 2013,England,Local Areas,E06000006,Halton,Male,1,35 to 39,9,27.5,25.8,29.2,64
2011 to 2013,England,Local Areas,E06000006,Halton,Male,1,40 to 44,10,23.5,21.9,25.2,61
2011 to 2013,England,Local Areas,E06000006,Halton,Male,1,45 to 49,11,19.8,18.2,21.4,58
2011 to 2013,England,Local Areas,E06000006,Halton,Male,1,50 to 54,12,16.4,14.7,18.0,55
2011 to 2013,England,Local Areas,E06000006,Halton,Male,1,55 to 59,13,13.1,11.5,14.7,52
2011 to 2013,England,Local Areas,E06000006,Halton,Male,1,60 to 64,14,10.1,8.6,11.7,49
2011 to 2013,England,Local Areas,E06000006,Halton,Male,1,65 to 69,15,7.8,6.2,9.3,46
2011 to 2013,England,Local Areas,E06000006,Halton,Male,1,70 to 74,16,5.6,4.0,7.2,42
2011 to 2013,England,Local Areas,E06000006,Halton,Male,1,75 to 79,17,3.9,2.2,5.6,38
2011 to 2013,England,Local Areas,E06000006,Halton,Male,1,80 to 84,18,2.6,0.8,4.4,35
2011 to 2013,England,Local Areas,E06000006,Halton,Male,1,85 to 89,19,1.7,0.5,2.8,31
2011 to 2013,England,Local Areas,E06000006,Halton,Male,1,90+,20,1.2,0.4,2.0,30
2011 to 2013,England,Local Areas,E06000006,Halton,Female,2,<1,1,58.7,56.3,61.2,73
2011 to 2013,England,Local Areas,E06000006,Halton,Female,2,01 to 04,2,57.9,55.6,60.3,73
2011 to 2013,England,Local Areas,E06000006,Halton,Female,2,05 to 09,3,54.3,52.1,56.5,72
2011 to 2013,England,Local Areas,E06000006,Halton,Female,2,10 to 14,4,49.7,47.6,51.7,70
2011 to 2013,England,Local Areas,E06000006,Halton,Female,2,15 to 19,5,45.1,43.2,47.0,69
2011 to 2013,England,Local Areas,E06000006,Halton,Female,2,20 to 24,6,40.7,38.8,42.6,67
2011 to 2013,England,Local Areas,E06000006,Halton,Female,2,25 to 29,7,36.4,34.5,38.2,65
2011 to 2013,England,Local Areas,E06000006,Halton,Female,2,30 to 34,8,32.1,30.3,33.9,63
2011 to 2013,England,Local Areas,E06000006,Halton,Female,2,35 to 39,9,28.0,26.2,29.8,61
2011 to 2013,England,Local Areas,E06000006,Halton,Female,2,40 to 44,10,24.2,22.5,25.9,59
2011 to 2013,England,Local Areas,E06000006,Halton,Female,2,45 to 49,11,20.5,18.8,22.2,56
2011 to 2013,England,Local Areas,E06000006,Halton,Female,2,50 to 54,12,17.0,15.4,18.7,54
2011 to 2013,England,Local Areas,E06000006,Halton,Female,2,55 to 59,13,13.8,12.2,15.5,51
2011 to 2013,England,Local Areas,E06000006,Halton,Female,2,60 to 64,14,10.9,9.3,12.5,48
2011 to 2013,England,Local Areas,E06000006,Halton,Female,2,65 to 69,15,8.3,6.8,9.9,44
2011 to 2013,England,Local Areas,E06000006,Halton,Female,2,70 to 74,16,6.1,4.5,7.7,41
2011 to 2013,England,Local Areas,E06000006,Halton,Female,2,75 to 79,17,4.3,2.6,6.0,36
2011 to 2013,England,Local Areas,E06000006,Halton,Female,2,80 to 84,18,2.8,1.1,4.6,32
2011 to 2013,England,Local Areas,E06000006,Halton,Female,2,85 to 89,19,1.7,0.6,2.7,27
2011 to 2013,England,Local Areas,E06000006,Halton,Female,2,90+,20,0.9,0.3,1.5,20
2011 to 2013,England,Local Areas,E06000007,Warrington,Male,1,<1,1,62.1,59.8,64.3,79
2011 to 2013,England,Local Areas,E06000007,Warrington,Male,1,01 to 04,2,61.4,59.2,63.7,79
2011 to 2013,England,Local Areas,E06000007,Warrington,Male,1,05 to 09,3,57.7,55.6,59.8,78
2011 to 2013,England,Local Areas,E06000007,Warrington,Male,1,10 to 14,4,52.9,51.0,54.9,77
2011 to 2013,England,Local Areas,E06000007,Warrington,Male,1,15 to 19,5,48.2,46.4,50.1,76
2011 to 2013,England,Local Areas,E06000007,Warrington,Male,1,20 to 24,6,43.7,41.8,45.5,74
2011 to 2013,England,Local Areas,E06000007,Warrington,Male,1,25 to 29,7,39.2,37.4,41.0,73
2011 to 2013,England,Local Areas,E06000007,Warrington,Male,1,30 to 34,8,34.9,33.1,36.7,71
2011 to 2013,England,Local Areas,E06000007,Warrington,Male,1,35 to 39,9,30.7,28.9,32.4,69
2011 to 2013,England,Local Areas,E06000007,Warrington,Male,1,40 to 44,10,26.5,24.8,28.2,67
2011 to 2013,England,Local Areas,E06000007,Warrington,Male,1,45 to 49,11,22.5,20.9,24.2,65
2011 to 2013,England,Local Areas,E06000007,Warrington,Male,1,50 to 54,12,18.8,17.1,20.4,62
2011 to 2013,England,Local Areas,E06000007,Warrington,Male,1,55 to 59,13,15.3,13.7,16.9,59
2011 to 2013,England,Local Areas,E06000007,Warrington,Male,1,60 to 64,14,12.1,10.5,13.7,56
2011 to 2013,England,Local Areas,E06000007,Warrington,Male,1,65 to 69,15,9.4,7.8,10.9,53
2011 to 2013,England,Local Areas,E06000007,Warrington,Male,1,70 to 74,16,6.9,5.3,8.5,49
2011 to 2013,England,Local Areas,E06000007,Warrington,Male,1,75 to 79,17,4.8,3.1,6.5,46
2011 to 2013,England,Local Areas,E06000007,Warrington,Male,1,80 to 84,18,3.2,1.3,5.0,41
2011 to 2013,England,Local Areas,E06000007,Warrington,Male,1,85 to 89,19,2.1,0.9,3.3,38
2011 to 2013,England,Local Areas,E06000007,Warrington,Male,1,90+,20,1.4,0.6,2.2,33
2011 to 2013,England,Local Areas,E06000007,Warrington,Female,2,<1,1,62.9,60.4,65.3,77
2011 to 2013,England,Local Areas,E06000007,Warrington,Female,2,01 to 04,2,62.2,59.8,64.6,77
2011 to 2013,England,Local Areas,E06000007,Warrington,Female,2,05 to 09,3,58.5,56.2,60.7,76
2011 to 2013,England,Local Areas,E06000007,Warrington,Female,2,10 to 14,4,53.8,51.7,55.9,74
2011 to 2013,England,Local Areas,E06000007,Warrington,Female,2,15 to 19,5,49.2,47.1,51.2,73
2011 to 2013,England,Local Areas,E06000007,Warrington,Female,2,20 to 24,6,44.6,42.6,46.6,72
2011 to 2013,England,Local Areas,E06000007,Warrington,Female,2,25 to 29,7,40.2,38.2,42.1,70
2011 to 2013,England,Local Areas,E06000007,Warrington,Female,2,30 to 34,8,35.8,33.9,37.7,68
2011 to 2013,England,Local Areas,E06000007,Warrington,Female,2,35 to 39,9,31.6,29.7,33.5,66
2011 to 2013,England,Local Areas,E06000007,Warrington,Female,2,40 to 44,10,27.5,25.6,29.4,64
2011 to 2013,England,Local Areas,E06000007,Warrington,Female,2,45 to 49,11,23.6,21.7,25.4,62
2011 to 2013,England,Local Areas,E06000007,Warrington,Female,2,50 to 54,12,19.8,18.0,21.7,59
2011 to 2013,England,Local Areas,E06000007,Warrington,Female,2,55 to 59,13,16.3,14.5,18.1,57
2011 to 2013,England,Local Areas,E06000007,Warrington,Female,2,60 to 64,14,13.1,11.3,14.8,54
2011 to 2013,England,Local Areas,E06000007,Warrington,Female,2,65 to 69,15,10.2,8.5,11.9,51
2011 to 2013,England,Local Areas,E06000007,Warrington,Female,2,70 to 74,16,7.6,5.8,9.3,48
2011 to 2013,England,Local Areas,E06000007,Warrington,Female,2,75 to 79,17,5.3,3.5,7.1,44
2011 to 2013,England,Local Areas,E06000007,Warrington,Female,2,80 to 84,18,3.5,1.6,5.4,40
2011 to 2013,England,Local Areas,E06000007,Warrington,Female,2,85 to 89,19,2.2,1.0,3.4,35
2011 to 2013,England,Local Areas,E06000007,Warrington,Female,2,90+,20,1.3,0.6,2.0,30
2011 to 2013,England,Local Areas,E06000008,Blackburn with Darwen,Male,1,<1,1,56.5,54.3,58.7,74
2011 to 2013,England,Local Areas,E06000008,Blackburn with Darwen,Male,1,01 to 04,2,55.9,53.7,58.0,73
2011 to 2013,England,Local Areas,E06000008,Blackburn with Darwen,Male,1,05 to 09,3,52.4,50.3,54.4,72
2011 to 2013,England,Local Areas,E06000008,Blackburn with Darwen,Male,1,10 to 14,4,47.8,45.9,49.6,71
2011 to 2013,England,Local Areas,E06000008,Blackburn with Darwen,Male,1,15 to 19,5,43.3,41.5,45.0,69
2011 to 2013,England,Local Areas,E06000008,Blackburn with Darwen,Male,1,20 to 24,6,38.8,37.0,40.5,67
2011 to 2013,England,Local Areas,E06000008,Blackburn with Darwen,Male,1,25 to 29,7,34.4,32.7,36.1,65
2011 to 2013,England,Local Areas,E06000008,Blackburn with Darwen,Male,1,30 to 34,8,30.2,28.6,31.9,63
2011 to 2013,England,Local Areas,E06000008,Blackburn with Darwen,Male,1,35 to 39,9,26.2,24.6,27.9,61
2011 to 2013,England,Local Areas,E06000008,Blackburn with Darwen,Male,1,40 to 44,10,22.4,20.8,24.0,58
2011 to 2013,England,Local Areas,E06000008,Blackburn with Darwen,Male,1,45 to 49,11,18.8,17.2,20.3,55
2011 to 2013,England,Local Areas,E06000008,Blackburn with Darwen,Male,1,50 to 54,12,15.4,13.9,16.9,52
2011 to 2013,England,Local Areas,E06000008,Blackburn with Darwen,Male,1,55 to 59,13,12.4,11.0,13.8,49
2011 to 2013,England,Local Areas,E06000008,Blackburn with Darwen,Male,1,60 to 64,14,9.7,8.3,11.1,46
2011 to 2013,England,Local Areas,E06000008,Blackburn with Darwen,Male,1,65 to 69,15,7.4,6.0,8.8,43
2011 to 2013,England,Local Areas,E06000008,Blackburn with Darwen,Male,1,70 to 74,16,5.4,4.0,6.8,39
2011 to 2013,England,Local Areas,E06000008,Blackburn with Darwen,Male,1,75 to 79,17,3.7,2.3,5.2,35
2011 to 2013,England,Local Areas,E06000008,Blackburn with Darwen,Male,1,80 to 84,18,2.4,0.9,3.9,31
2011 to 2013,England,Local Areas,E06000008,Blackburn with Darwen,Male,1,85 to 89,19,1.5,0.5,2.4,26
2011 to 2013,England,Local Areas,E06000008,Blackburn with Darwen,Male,1,90+,20,1.0,0.4,1.6,23
2011 to 2013,England,Local Areas,E06000008,Blackburn with Darwen,Female,2,<1,1,57.5,54.9,60.1,71
2011 to 2013,England,Local Areas,E06000008,Blackburn with Darwen,Female,2,01 to 04,2,56.8,54.3,59.3,71
2011 to 2013,England,Local Areas,E06000008,Blackburn with Darwen,Female,2,05 to 09,3,53.2,50.9,55.6,69
2011 to 2013,England,Local Areas,E06000008,Blackburn with Darwen,Female,2,10 to 14,4,48.7,46.6,50.8,68
2011 to 2013,England,Local Areas,E06000008,Blackburn with Darwen,Female,2,15 to 19,5,44.2,42.2,46.2,66
2011 to 2013,England,Local Areas,E06000008,Blackburn with Darwen,Female,2,20 to 24,6,39.8,37.8,41.8,64
2011 to 2013,England,Local Areas,E06000008,Blackburn with Darwen,Female,2,25 to 29,7,35.5,33.6,37.5,63
2011 to 2013,England,Local Areas,E06000008,Blackburn with Darwen,Female,2,30 to 34,8,31.4,29.5,33.3,61
2011 to 2013,England,Local Areas,E06000008,Blackburn with Darwen,Female,2,35 to 39,9,27.4,25.5,29.3,58
2011 to 2013,England,Local Areas,E06000008,Blackburn with Darwen,Female,2,40 to 44,10,23.5,21.7,25.4,56
2011 to 2013,England,Local Areas,E06000008,Blackburn with Darwen,Female,2,45 to 49,11,20.0,18.2,21.7,54
2011 to 2013,England,Local Areas,E06000008,Blackburn with Darwen,Female,2,50 to 54,12,16.6,14.9,18.4,51
2011 to 2013,England,Local Areas,E06000008,Blackburn with Darwen,Female,2,55 to 59,13,13.5,11.8,15.1,48
2011 to 2013,England,Local Areas,E06000008,Blackburn with Darwen,Female,2,60 to 64,14,10.7,9.1,12.4,45
2011 to 2013,England,Local Areas,E06000008,Blackburn with Darwen,Female,2,65 to 69,15,8.2,6.6,9.9,42
2011 to 2013,England,Local Areas,E06000008,Blackburn with Darwen,Female,2,70 to 74,16,6.1,4.4,7.8,39
2011 to 2013,England,Local Areas,E06000008,Blackburn with Darwen,Female,2,75 to 79,17,4.2,2.5,5.9,35
2011 to 2013,England,Local Areas,E06000008,Blackburn with Darwen,Female,2,80 to 84,18,2.8,1.0,4.6,31
2011 to 2013,England,Local Areas,E06000008,Blackburn with Darwen,Female,2,85 to 89,19,1.8,0.7,2.9,27
2011 to 2013,England,Local Areas,E06000008,Blackburn with Darwen,Female,2,90+,20,1.0,0.4,1.6,23
2011 to 2013,England,Local Areas,E06000009,Blackpool,Male,1,<1,1,55.5,53.3,57.7,75
2011 to 2013,England,Local Areas,E06000009,Blackpool,Male,1,01 to 04,2,54.9,52.8,57.0,74
2011 to 2013,England,Local Areas,E06000009,Blackpool,Male,1,05 to 09,3,51.2,49.3,53.2,73
2011 to 2013,England,Local Areas,E06000009,Blackpool,Male,1,10 to 14,4,46.6,44.9,48.3,72
2011 to 2013,England,Local Areas,E06000009,Blackpool,Male,1,15 to 19,5,42.0,40.4,43.6,70
2011 to 2013,England,Local Areas,E06000009,Blackpool,Male,1,20 to 24,6,37.5,35.9,39.1,68
2011 to 2013,England,Local Areas,E06000009,Blackpool,Male,1,25 to 29,7,33.2,31.6,34.7,66
2011 to 2013,England,Local Areas,E06000009,Blackpool,Male,1,30 to 34,8,29.1,27.6,30.5,64
2011 to 2013,England,Local Areas,E06000009,Blackpool,Male,1,35 to 39,9,25.1,23.7,26.5,61
2011 to 2013,England,Local Areas,E06000009,Blackpool,Male,1,40 to 44,10,21.4,20.0,22.8,59
2011 to 2013,England,Local Areas,E06000009,Blackpool,Male,1,45 to 49,11,18.1,16.7,19.4,56
2011 to 2013,England,Local Areas,E06000009,Blackpool,Male,1,50 to 54,12,14.9,13.6,16.2,53
2011 to 2013,England,Local Areas,E06000009,Blackpool,Male,1,55 to 59,13,12.0,10.7,13.2,50
2011 to 2013,England,Local Areas,E06000009,Blackpool,Male,1,60 to 64,14,9.5,8.2,10.7,47
2011 to 2013,England,Local Areas,E06000009,Blackpool,Male,1,65 to 69,15,7.3,6.1,8.5,44
2011 to 2013,England,Local Areas,E06000009,Blackpool,Male,1,70 to 74,16,5.4,4.1,6.6,40
2011 to 2013,England,Local Areas,E06000009,Blackpool,Male,1,75 to 79,17,3.8,2.5,5.2,37
2011 to 2013,England,Local Areas,E06000009,Blackpool,Male,1,80 to 84,18,2.5,1.1,3.9,32
2011 to 2013,England,Local Areas,E06000009,Blackpool,Male,1,85 to 89,19,1.5,0.7,2.4,28
2011 to 2013,England,Local Areas,E06000009,Blackpool,Male,1,90+,20,0.9,0.4,1.4,23
2011 to 2013,England,Local Areas,E06000009,Blackpool,Female,2,<1,1,57.0,54.8,59.2,71
2011 to 2013,England,Local Areas,E06000009,Blackpool,Female,2,01 to 04,2,56.3,54.1,58.5,71
2011 to 2013,England,Local Areas,E06000009,Blackpool,Female,2,05 to 09,3,52.7,50.7,54.7,70
2011 to 2013,England,Local Areas,E06000009,Blackpool,Female,2,10 to 14,4,48.1,46.3,50.0,68
2011 to 2013,England,Local Areas,E06000009,Blackpool,Female,2,15 to 19,5,43.6,41.8,45.4,66
2011 to 2013,England,Local Areas,E06000009,Blackpool,Female,2,20 to 24,6,39.2,37.5,40.9,65
2011 to 2013,England,Local Areas,E06000009,Blackpool,Female,2,25 to 29,7,35.0,33.3,36.7,63
2011 to 2013,England,Local Areas,E06000009,Blackpool,Female,2,30 to 34,8,30.9,29.3,32.6,61
2011 to 2013,England,Local Areas,E06000009,Blackpool,Female,2,35 to 39,9,26.9,25.4,28.5,58
2011 to 2013,England,Local Areas,E06000009,Blackpool,Female,2,40 to 44,10,23.2,21.7,24.8,56
2011 to 2013,England,Local Areas,E06000009,Blackpool,Female,2,45 to 49,11,19.7,18.2,21.2,54
2011 to 2013,England,Local Areas,E06000009,Blackpool,Female,2,50 to 54,12,16.5,15.0,17.9,51
2011 to 2013,England,Local Areas,E06000009,Blackpool,Female,2,55 to 59,13,13.4,12.0,14.8,48
2011 to 2013,England,Local Areas,E06000009,Blackpool,Female,2,60 to 64,14,10.8,9.4,12.1,46
2011 to 2013,England,Local Areas,E06000009,Blackpool,Female,2,65 to 69,15,8.2,6.9,9.5,42
2011 to 2013,England,Local Areas,E06000009,Blackpool,Female,2,70 to 74,16,6.1,4.7,7.4,39
2011 to 2013,England,Local Areas,E06000009,Blackpool,Female,2,75 to 79,17,4.2,2.9,5.6,35
2011 to 2013,England,Local Areas,E06000009,Blackpool,Female,2,80 to 84,18,2.8,1.4,4.2,31
2011 to 2013,England,Local Areas,E06000009,Blackpool,Female,2,85 to 89,19,1.7,0.9,2.6,27
2011 to 2013,England,Local Areas,E06000009,Blackpool,Female,2,90+,20,1.1,0.5,1.6,23
2011 to 2013,England,Local Areas,E06000010,"Kingston upon Hull, City of",Male,1,<1,1,56.3,54.0,58.7,74
2011 to 2013,England,Local Areas,E06000010,"Kingston upon Hull, City of",Male,1,01 to 04,2,55.7,53.4,58.0,73
2011 to 2013,England,Local Areas,E06000010,"Kingston upon Hull, City of",Male,1,05 to 09,3,52.1,49.9,54.2,72
2011 to 2013,England,Local Areas,E06000010,"Kingston upon Hull, City of",Male,1,10 to 14,4,47.5,45.6,49.4,71
2011 to 2013,England,Local Areas,E06000010,"Kingston upon Hull, City of",Male,1,15 to 19,5,43.0,41.2,44.8,69
2011 to 2013,England,Local Areas,E06000010,"Kingston upon Hull, City of",Male,1,20 to 24,6,38.6,36.8,40.4,68
2011 to 2013,England,Local Areas,E06000010,"Kingston upon Hull, City of",Male,1,25 to 29,7,34.3,32.6,36.1,66
2011 to 2013,England,Local Areas,E06000010,"Kingston upon Hull, City of",Male,1,30 to 34,8,30.1,28.4,31.9,64
2011 to 2013,England,Local Areas,E06000010,"Kingston upon Hull, City of",Male,1,35 to 39,9,26.2,24.5,27.9,61
2011 to 2013,England,Local Areas,E06000010,"Kingston upon Hull, City of",Male,1,40 to 44,10,22.5,20.8,24.1,59
2011 to 2013,England,Local Areas,E06000010,"Kingston upon Hull, City of",Male,1,45 to 49,11,19.0,17.4,20.6,56
2011 to 2013,England,Local Areas,E06000010,"Kingston upon Hull, City of",Male,1,50 to 54,12,15.6,14.0,17.1,54
2011 to 2013,England,Local Areas,E06000010,"Kingston upon Hull, City of",Male,1,55 to 59,13,12.4,10.9,14.0,50
2011 to 2013,England,Local Areas,E06000010,"Kingston upon Hull, City of",Male,1,60 to 64,14,9.7,8.2,11.3,47
2011 to 2013,England,Local Areas,E06000010,"Kingston upon Hull, City of",Male,1,65 to 69,15,7.4,5.9,9.0,44
2011 to 2013,England,Local Areas,E06000010,"Kingston upon Hull, City of",Male,1,70 to 74,16,5.4,3.9,7.0,41
2011 to 2013,England,Local Areas,E06000010,"Kingston upon Hull, City of",Male,1,75 to 79,17,3.8,2.2,5.5,37
2011 to 2013,England,Local Areas,E06000010,"Kingston upon Hull, City of",Male,1,80 to 84,18,2.6,0.6,4.5,34
2011 to 2013,England,Local Areas,E06000010,"Kingston upon Hull, City of",Male,1,85 to 89,19,1.7,0.4,3.1,32
2011 to 2013,England,Local Areas,E06000010,"Kingston upon Hull, City of",Male,1,90+,20,1.2,0.3,2.1,30
2011 to 2013,England,Local Areas,E06000010,"Kingston upon Hull, City of",Female,2,<1,1,57.0,54.6,59.3,71
2011 to 2013,England,Local Areas,E06000010,"Kingston upon Hull, City of",Female,2,01 to 04,2,56.2,53.9,58.4,70
2011 to 2013,England,Local Areas,E06000010,"Kingston upon Hull, City of",Female,2,05 to 09,3,52.5,50.4,54.6,69
2011 to 2013,England,Local Areas,E06000010,"Kingston upon Hull, City of",Female,2,10 to 14,4,48.0,46.1,50.0,68
2011 to 2013,England,Local Areas,E06000010,"Kingston upon Hull, City of",Female,2,15 to 19,5,43.6,41.7,45.5,66
2011 to 2013,England,Local Areas,E06000010,"Kingston upon Hull, City of",Female,2,20 to 24,6,39.3,37.4,41.1,64
2011 to 2013,England,Local Areas,E06000010,"Kingston upon Hull, City of",Female,2,25 to 29,7,35.1,33.2,36.9,63
2011 to 2013,England,Local Areas,E06000010,"Kingston upon Hull, City of",Female,2,30 to 34,8,31.0,29.2,32.7,61
2011 to 2013,England,Local Areas,E06000010,"Kingston upon Hull, City of",Female,2,35 to 39,9,27.1,25.3,28.8,58
2011 to 2013,England,Local Areas,E06000010,"Kingston upon Hull, City of",Female,2,40 to 44,10,23.4,21.7,25.1,56
2011 to 2013,England,Local Areas,E06000010,"Kingston upon Hull, City of",Female,2,45 to 49,11,19.8,18.2,21.5,54
2011 to 2013,England,Local Areas,E06000010,"Kingston upon Hull, City of",Female,2,50 to 54,12,16.5,14.9,18.1,51
2011 to 2013,England,Local Areas,E06000010,"Kingston upon Hull, City of",Female,2,55 to 59,13,13.4,11.9,15.0,49
2011 to 2013,England,Local Areas,E06000010,"Kingston upon Hull, City of",Female,2,60 to 64,14,10.7,9.1,12.2,46
2011 to 2013,England,Local Areas,E06000010,"Kingston upon Hull, City of",Female,2,65 to 69,15,8.2,6.7,9.7,43
2011 to 2013,England,Local Areas,E06000010,"Kingston upon Hull, City of",Female,2,70 to 74,16,6.1,4.6,7.5,39
2011 to 2013,England,Local Areas,E06000010,"Kingston upon Hull, City of",Female,2,75 to 79,17,4.2,2.7,5.8,36
2011 to 2013,England,Local Areas,E06000010,"Kingston upon Hull, City of",Female,2,80 to 84,18,2.8,1.3,4.3,32
2011 to 2013,England,Local Areas,E06000010,"Kingston upon Hull, City of",Female,2,85 to 89,19,1.8,0.8,2.7,28
2011 to 2013,England,Local Areas,E06000010,"Kingston upon Hull, City of",Female,2,90+,20,1.1,0.5,1.7,24
2011 to 2013,England,Local Areas,E06000011,East Riding of Yorkshire,Male,1,<1,1,64.8,62.9,66.6,81
2011 to 2013,England,Local Areas,E06000011,East Riding of Yorkshire,Male,1,01 to 04,2,64.1,62.2,65.9,81
2011 to 2013,England,Local Areas,E06000011,East Riding of Yorkshire,Male,1,05 to 09,3,60.3,58.5,62.0,80
2011 to 2013,England,Local Areas,E06000011,East Riding of Yorkshire,Male,1,10 to 14,4,55.6,53.9,57.2,79
2011 to 2013,England,Local Areas,E06000011,East Riding of Yorkshire,Male,1,15 to 19,5,50.8,49.2,52.4,78
2011 to 2013,England,Local Areas,E06000011,East Riding of Yorkshire,Male,1,20 to 24,6,46.2,44.6,47.7,76
2011 to 2013,England,Local Areas,E06000011,East Riding of Yorkshire,Male,1,25 to 29,7,41.6,40.0,43.1,75
2011 to 2013,England,Local Areas,E06000011,East Riding of Yorkshire,Male,1,30 to 34,8,37.1,35.6,38.6,73
2011 to 2013,England,Local Areas,E06000011,East Riding of Yorkshire,Male,1,35 to 39,9,32.7,31.3,34.2,71
2011 to 2013,England,Local Areas,E06000011,East Riding of Yorkshire,Male,1,40 to 44,10,28.5,27.1,29.9,69
2011 to 2013,England,Local Areas,E06000011,East Riding of Yorkshire,Male,1,45 to 49,11,24.5,23.1,25.9,67
2011 to 2013,England,Local Areas,E06000011,East Riding of Yorkshire,Male,1,50 to 54,12,20.6,19.3,21.9,65
2011 to 2013,England,Local Areas,E06000011,East Riding of Yorkshire,Male,1,55 to 59,13,16.9,15.6,18.2,62
2011 to 2013,England,Local Areas,E06000011,East Riding of Yorkshire,Male,1,60 to 64,14,13.5,12.3,14.7,59
2011 to 2013,England,Local Areas,E06000011,East Riding of Yorkshire,Male,1,65 to 69,15,10.5,9.3,11.7,56
2011 to 2013,England,Local Areas,E06000011,East Riding of Yorkshire,Male,1,70 to 74,16,7.9,6.7,9.1,53
2011 to 2013,England,Local Areas,E06000011,East Riding of Yorkshire,Male,1,75 to 79,17,5.6,4.3,6.8,49
2011 to 2013,England,Local Areas,E06000011,East Riding of Yorkshire,Male,1,80 to 84,18,3.7,2.5,5.0,45
2011 to 2013,England,Local Areas,E06000011,East Riding of Yorkshire,Male,1,85 to 89,19,2.3,1.6,3.1,40
2011 to 2013,England,Local Areas,E06000011,East Riding of Yorkshire,Male,1,90+,20,1.4,0.9,1.8,35
2011 to 2013,England,Local Areas,E06000011,East Riding of Yorkshire,Female,2,<1,1,65.5,63.3,67.6,79
2011 to 2013,England,Local Areas,E06000011,East Riding of Yorkshire,Female,2,01 to 04,2,64.7,62.6,66.8,79
2011 to 2013,England,Local Areas,E06000011,East Riding of Yorkshire,Female,2,05 to 09,3,61.0,59.0,63.0,78
2011 to 2013,England,Local Areas,E06000011,East Riding of Yorkshire,Female,2,10 to 14,4,56.3,54.4,58.2,77
2011 to 2013,England,Local Areas,E06000011,East Riding of Yorkshire,Female,2,15 to 19,5,51.6,49.7,53.4,75
2011 to 2013,England,Local Areas,E06000011,East Riding of Yorkshire,Female,2,20 to 24,6,46.9,45.1,48.7,74
2011 to 2013,England,Local Areas,E06000011,East Riding of Yorkshire,Female,2,25 to 29,7,42.3,40.6,44.1,73
2011 to 2013,England,Local Areas,E06000011,East Riding of Yorkshire,Female,2,30 to 34,8,37.9,36.2,39.6,71
2011 to 2013,England,Local Areas,E06000011,East Riding of Yorkshire,Female,2,35 to 39,9,33.6,31.9,35.3,69
2011 to 2013,England,Local Areas,E06000011,East Riding of Yorkshire,Female,2,40 to 44,10,29.3,27.7,31.0,67
2011 to 2013,England,Local Areas,E06000011,East Riding of Yorkshire,Female,2,45 to 49,11,25.3,23.7,26.9,65
2011 to 2013,England,Local Areas,E06000011,East Riding of Yorkshire,Female,2,50 to 54,12,21.4,19.8,23.0,62
2011 to 2013,England,Local Areas,E06000011,East Riding of Yorkshire,Female,2,55 to 59,13,17.7,16.2,19.3,60
2011 to 2013,England,Local Areas,E06000011,East Riding of Yorkshire,Female,2,60 to 64,14,14.3,12.8,15.8,57
2011 to 2013,England,Local Areas,E06000011,East Riding of Yorkshire,Female,2,65 to 69,15,11.2,9.7,12.7,54
2011 to 2013,England,Local Areas,E06000011,East Riding of Yorkshire,Female,2,70 to 74,16,8.4,6.9,9.9,51
2011 to 2013,England,Local Areas,E06000011,East Riding of Yorkshire,Female,2,75 to 79,17,6.0,4.4,7.5,47
2011 to 2013,England,Local Areas,E06000011,East Riding of Yorkshire,Female,2,80 to 84,18,3.9,2.4,5.5,43
2011 to 2013,England,Local Areas,E06000011,East Riding of Yorkshire,Female,2,85 to 89,19,2.4,1.5,3.4,38
2011 to 2013,England,Local Areas,E06000011,East Riding of Yorkshire,Female,2,90+,20,1.4,0.9,2.0,33
2011 to 2013,England,Local Areas,E06000012,North East Lincolnshire,Male,1,<1,1,61.7,59.6,63.8,79
2011 to 2013,England,Local Areas,E06000012,North East Lincolnshire,Male,1,01 to 04,2,61.0,59.0,63.0,79
2011 to 2013,England,Local Areas,E06000012,North East Lincolnshire,Male,1,05 to 09,3,57.2,55.3,59.2,78
2011 to 2013,England,Local Areas,E06000012,North East Lincolnshire,Male,1,10 to 14,4,52.5,50.8,54.3,77
2011 to 2013,England,Local Areas,E06000012,North East Lincolnshire,Male,1,15 to 19,5,47.9,46.2,49.6,76
2011 to 2013,England,Local Areas,E06000012,North East Lincolnshire,Male,1,20 to 24,6,43.2,41.6,44.9,74
2011 to 2013,England,Local Areas,E06000012,North East Lincolnshire,Male,1,25 to 29,7,38.8,37.2,40.5,73
2011 to 2013,England,Local Areas,E06000012,North East Lincolnshire,Male,1,30 to 34,8,34.5,32.9,36.1,71
2011 to 2013,England,Local Areas,E06000012,North East Lincolnshire,Male,1,35 to 39,9,30.3,28.7,31.9,69
